id,timeStamp,baseCurrency,foreignCurrency,open,close,high,low,volume,baseCurrencyNetSentiment,foreignCurrencyNetSentiment,actualMomentum,machinePredictedMomentum
200,"10/25/2018 07:00:00",USD,CHF,0.99643,0.99826,0.99843,0.99623,5505,Neutral,Neutral,P,P
201,"10/25/2018 08:00:00",USD,CHF,0.99826,0.99781,0.99876,0.9977,4541,Neutral,Neutral,P,P
202,"10/25/2018 09:00:00",USD,CHF,0.99782,0.99845,0.99857,0.99732,4066,Neutral,Neutral,P,P
203,"10/25/2018 10:00:00",USD,CHF,0.99842,0.99916,0.99944,0.99798,2785,Neutral,Neutral,P,P
204,"10/25/2018 11:00:00",USD,CHF,0.99916,0.99919,0.99991,0.99915,3388,Neutral,Neutral,P,P
205,"10/25/2018 12:00:00",USD,CHF,0.99919,0.99839,0.99973,0.99832,6797,Neutral,Neutral,P,P
206,"10/25/2018 13:00:00",USD,CHF,0.99839,1.00125,1.00157,0.99808,8088,Neutral,Neutral,P,P
207,"10/25/2018 14:00:00",USD,CHF,1.00125,1.00131,1.00174,1.00037,6318,Neutral,Neutral,P,P
208,"10/25/2018 15:00:00",USD,CHF,1.00131,1.00085,1.00177,1.00085,5408,Neutral,Neutral,P,P
209,"10/25/2018 16:00:00",USD,CHF,1.00086,1.00006,1.00114,0.99977,4782,Neutral,Neutral,P,P
210,"10/25/2018 17:00:00",USD,CHF,1.00007,1.00076,1.00079,0.99981,3617,Neutral,Neutral,P,P
211,"10/25/2018 18:00:00",USD,CHF,1.00076,1.00013,1.00126,1.00013,3547,Neutral,Neutral,P,P
212,"10/25/2018 19:00:00",USD,CHF,1.0001,0.99964,1.00084,0.99964,3778,Neutral,Neutral,P,P
213,"10/25/2018 20:00:00",USD,CHF,0.99964,0.99897,0.99988,0.99896,1735,Neutral,Neutral,P,P
214,"10/25/2018 21:00:00",USD,CHF,0.9988,0.99978,0.99995,0.99857,2395,Neutral,Neutral,P,P
215,"10/25/2018 22:00:00",USD,CHF,0.99978,0.99961,0.9998,0.99926,869,Neutral,Neutral,P,P
216,"10/25/2018 23:00:00",USD,CHF,0.99961,0.99974,1.00011,0.99943,2808,Neutral,Neutral,P,P
217,"10/26/2018 00:00:00",USD,CHF,0.99973,1.00063,1.00064,0.99918,3222,Neutral,Neutral,P,P
218,"10/26/2018 01:00:00",USD,CHF,1.00064,1.0003,1.00075,0.99997,2674,Neutral,Neutral,P,P
219,"10/26/2018 02:00:00",USD,CHF,1.00028,0.99978,1.0006,0.99977,2604,Neutral,Neutral,P,P
220,"10/26/2018 03:00:00",USD,CHF,0.99978,0.99989,1.00069,0.99969,4390,Neutral,Neutral,P,P
221,"10/26/2018 04:00:00",USD,CHF,0.99989,1,1.00045,0.99985,3151,Neutral,Neutral,P,P
222,"10/26/2018 05:00:00",USD,CHF,1.00002,1.00012,1.00056,0.99977,3881,Neutral,Neutral,P,P
223,"10/26/2018 06:00:00",USD,CHF,1.00012,0.99954,1.0003,0.99928,4240,Neutral,Neutral,P,P
224,"10/26/2018 07:00:00",USD,CHF,0.99955,0.99941,0.99982,0.99831,5352,Neutral,Neutral,P,P
225,"10/26/2018 08:00:00",USD,CHF,0.99943,1.00025,1.00051,0.99934,4295,Neutral,Neutral,P,P
226,"10/26/2018 09:00:00",USD,CHF,1.00024,1.00077,1.00116,0.99993,4783,Neutral,Neutral,P,P
227,"10/26/2018 10:00:00",USD,CHF,1.00077,1.0008,1.00103,1.0002,4272,Neutral,Neutral,P,P
228,"10/26/2018 11:00:00",USD,CHF,1.00081,1.00231,1.00241,1.0006,4679,Neutral,Neutral,P,P
229,"10/26/2018 12:00:00",USD,CHF,1.00231,1.00238,1.00263,1.00149,4737,Neutral,Neutral,P,P
230,"10/26/2018 13:00:00",USD,CHF,1.00238,1.00074,1.00238,1.00073,5543,Neutral,Neutral,P,P
231,"10/26/2018 14:00:00",USD,CHF,1.00074,0.99782,1.00092,0.9975,7815,Neutral,Neutral,P,P
232,"10/26/2018 15:00:00",USD,CHF,0.9978,0.99792,0.99856,0.99737,7539,Neutral,Neutral,P,P
233,"10/26/2018 16:00:00",USD,CHF,0.99791,0.99833,0.99876,0.99683,7790,Neutral,Neutral,P,P
234,"10/26/2018 17:00:00",USD,CHF,0.99834,0.99821,0.99864,0.99706,6607,Neutral,Neutral,P,P
235,"10/26/2018 18:00:00",USD,CHF,0.99821,0.99704,0.99827,0.99681,5744,Neutral,Neutral,P,P
236,"10/26/2018 19:00:00",USD,CHF,0.99704,0.99727,0.99749,0.99668,5184,Neutral,Neutral,P,P
237,"10/26/2018 20:00:00",USD,CHF,0.99727,0.99691,0.99727,0.99632,1298,Neutral,Neutral,P,P
238,"10/28/2018 21:00:00",USD,CHF,0.99716,0.99672,0.99845,0.99656,4996,Neutral,Neutral,P,P
239,"10/28/2018 22:00:00",USD,CHF,0.99684,0.99716,0.9976,0.99641,2140,Neutral,Neutral,P,P
240,"10/28/2018 23:00:00",USD,CHF,0.9972,0.99764,0.99766,0.99716,1034,Neutral,Neutral,P,P
241,"10/29/2018 00:00:00",USD,CHF,0.99762,0.99791,0.99824,0.99758,2188,Neutral,Neutral,P,P
242,"10/29/2018 01:00:00",USD,CHF,0.99791,0.99821,0.99848,0.99788,1740,Neutral,Neutral,P,P
243,"10/29/2018 02:00:00",USD,CHF,0.99821,0.99846,0.99865,0.99811,1360,Neutral,Neutral,P,P
244,"10/29/2018 03:00:00",USD,CHF,0.99847,0.99779,0.99851,0.99778,1274,Neutral,Neutral,P,P
245,"10/29/2018 04:00:00",USD,CHF,0.9978,0.9982,0.99824,0.9977,1672,Neutral,Neutral,P,P
246,"10/29/2018 05:00:00",USD,CHF,0.99821,0.99805,0.99823,0.99789,1494,Neutral,Neutral,P,P
247,"10/29/2018 06:00:00",USD,CHF,0.99806,0.99833,0.99833,0.9978,2058,Neutral,Neutral,P,P
248,"10/29/2018 07:00:00",USD,CHF,0.99836,0.99798,0.99839,0.99748,2918,Neutral,Neutral,P,P
249,"10/29/2018 08:00:00",USD,CHF,0.99797,0.99956,0.99986,0.99756,4471,Neutral,Neutral,P,P
250,"10/29/2018 09:00:00",USD,CHF,0.99956,1.00015,1.00087,0.99942,5574,Neutral,Neutral,P,P
251,"10/29/2018 10:00:00",USD,CHF,1.00015,0.99986,1.00016,0.99844,4825,Neutral,Neutral,P,P
252,"10/29/2018 11:00:00",USD,CHF,0.99986,0.99954,0.99986,0.99857,4369,Neutral,Neutral,P,P
253,"10/29/2018 12:00:00",USD,CHF,0.99956,1.00012,1.00057,0.99937,5014,Neutral,Neutral,P,P
254,"10/29/2018 13:00:00",USD,CHF,1.00012,1.00045,1.00076,0.99997,5250,Neutral,Neutral,P,P
255,"10/29/2018 14:00:00",USD,CHF,1.00045,0.99991,1.00093,0.99989,4889,Neutral,Neutral,P,P
256,"10/29/2018 15:00:00",USD,CHF,0.99992,1.0006,1.00076,0.99919,6124,Neutral,Neutral,P,P
257,"10/29/2018 16:00:00",USD,CHF,1.00061,1.00191,1.00241,1.00018,5886,Neutral,Neutral,P,P
258,"10/29/2018 17:00:00",USD,CHF,1.00189,1.00135,1.00229,1.00131,5659,Neutral,Neutral,P,P
259,"10/29/2018 18:00:00",USD,CHF,1.00135,1.00115,1.00154,1.00057,5000,Neutral,Neutral,P,P
260,"10/29/2018 19:00:00",USD,CHF,1.00117,1.00175,1.00182,1.00088,6672,Neutral,Neutral,P,P
261,"10/29/2018 20:00:00",USD,CHF,1.00174,1.00177,1.00193,1.00127,1709,Neutral,Neutral,P,P
262,"10/29/2018 21:00:00",USD,CHF,1.00176,1.00191,1.00212,1.00145,3622,Neutral,Neutral,P,P
263,"10/29/2018 22:00:00",USD,CHF,1.0019,1.00174,1.00203,1.00166,3750,Neutral,Neutral,P,P
264,"10/29/2018 23:00:00",USD,CHF,1.00174,1.00172,1.00189,1.0016,1893,Neutral,Neutral,P,P
265,"10/30/2018 00:00:00",USD,CHF,1.00174,1.00184,1.00202,1.00149,2416,Neutral,Neutral,P,P
266,"10/30/2018 01:00:00",USD,CHF,1.00185,1.00205,1.00229,1.0016,2161,Neutral,Neutral,P,P
267,"10/30/2018 02:00:00",USD,CHF,1.00207,1.00194,1.00208,1.0016,2135,Neutral,Neutral,P,P
268,"10/30/2018 03:00:00",USD,CHF,1.00194,1.00203,1.00216,1.00189,1729,Neutral,Neutral,P,P
269,"10/30/2018 04:00:00",USD,CHF,1.00202,1.002,1.00233,1.00186,1603,Neutral,Neutral,P,P
270,"10/30/2018 05:00:00",USD,CHF,1.00199,1.00169,1.00212,1.00166,1532,Neutral,Neutral,P,P
271,"10/30/2018 06:00:00",USD,CHF,1.00167,1.00145,1.00211,1.00145,1907,Neutral,Neutral,P,P
272,"10/30/2018 07:00:00",USD,CHF,1.00146,1.00301,1.00306,1.00079,4715,Neutral,Neutral,P,P
273,"10/30/2018 08:00:00",USD,CHF,1.00302,1.00281,1.00334,1.00229,4739,Neutral,Neutral,P,P
274,"10/30/2018 09:00:00",USD,CHF,1.00282,1.00211,1.00292,1.00179,4849,Neutral,Neutral,P,P
275,"10/30/2018 10:00:00",USD,CHF,1.00212,1.0025,1.0028,1.00191,4203,Neutral,Neutral,P,P
276,"10/30/2018 11:00:00",USD,CHF,1.00251,1.00266,1.00276,1.00173,4475,Neutral,Neutral,P,P
277,"10/30/2018 12:00:00",USD,CHF,1.00267,1.00131,1.0027,1.00123,4815,Neutral,Neutral,P,P
278,"10/30/2018 13:00:00",USD,CHF,1.0013,1.00277,1.00299,1.00088,7079,Neutral,Neutral,P,P
279,"10/30/2018 14:00:00",USD,CHF,1.00276,1.00306,1.00362,1.00216,6373,Neutral,Neutral,P,P
280,"10/30/2018 15:00:00",USD,CHF,1.00307,1.00461,1.0051,1.00286,5749,Neutral,Neutral,P,P
281,"10/30/2018 16:00:00",USD,CHF,1.00462,1.0045,1.00466,1.00358,4675,Neutral,Neutral,P,P
282,"10/30/2018 17:00:00",USD,CHF,1.00448,1.00465,1.00501,1.00413,4050,Neutral,Neutral,P,P
283,"10/30/2018 18:00:00",USD,CHF,1.00463,1.00516,1.00518,1.00431,3589,Neutral,Neutral,P,P
284,"10/30/2018 19:00:00",USD,CHF,1.00516,1.00495,1.00516,1.0047,2634,Neutral,Neutral,P,P
285,"10/30/2018 20:00:00",USD,CHF,1.00495,1.00516,1.00522,1.00474,916,Neutral,Neutral,P,P
286,"10/30/2018 21:00:00",USD,CHF,1.00511,1.00519,1.00531,1.00492,562,Neutral,Neutral,P,P
287,"10/30/2018 22:00:00",USD,CHF,1.00519,1.00522,1.00551,1.00501,518,Neutral,Neutral,P,P
288,"10/30/2018 23:00:00",USD,CHF,1.00518,1.00517,1.00528,1.00507,629,Neutral,Neutral,P,P
289,"10/31/2018 00:00:00",USD,CHF,1.00518,1.00538,1.00574,1.00507,2239,Neutral,Neutral,P,P
290,"10/31/2018 01:00:00",USD,CHF,1.00538,1.00525,1.00565,1.00498,2950,Neutral,Neutral,P,P
291,"10/31/2018 02:00:00",USD,CHF,1.00526,1.00526,1.00537,1.00486,1557,Neutral,Neutral,P,P
292,"10/31/2018 03:00:00",USD,CHF,1.00526,1.00537,1.00557,1.00514,1861,Neutral,Neutral,P,P
293,"10/31/2018 04:00:00",USD,CHF,1.00536,1.00508,1.00557,1.00501,1613,Neutral,Neutral,P,P
294,"10/31/2018 05:00:00",USD,CHF,1.00507,1.00502,1.00528,1.00473,2163,Neutral,Neutral,P,P
295,"10/31/2018 06:00:00",USD,CHF,1.00503,1.00507,1.00534,1.00483,2581,Neutral,Neutral,P,P
296,"10/31/2018 07:00:00",USD,CHF,1.00507,1.00532,1.00553,1.0047,4090,Neutral,Neutral,P,P
297,"10/31/2018 08:00:00",USD,CHF,1.00531,1.00368,1.00541,1.00338,4800,Neutral,Neutral,P,P
298,"10/31/2018 09:00:00",USD,CHF,1.00367,1.00574,1.00593,1.00367,4017,Neutral,Neutral,P,P
299,"10/31/2018 10:00:00",USD,CHF,1.00574,1.00582,1.00614,1.00545,3752,Neutral,Neutral,P,P
300,"10/31/2018 11:00:00",USD,CHF,1.00582,1.00527,1.00598,1.00445,3931,Neutral,Neutral,P,P
301,"10/31/2018 12:00:00",USD,CHF,1.00526,1.00678,1.00681,1.00491,5293,Neutral,Neutral,P,P
302,"10/31/2018 13:00:00",USD,CHF,1.00678,1.00644,1.00761,1.00604,5161,Neutral,Neutral,P,P
303,"10/31/2018 14:00:00",USD,CHF,1.00647,1.00547,1.00658,1.00539,5421,Neutral,Neutral,P,P
304,"10/31/2018 15:00:00",USD,CHF,1.00549,1.00573,1.00579,1.00334,7964,Neutral,Neutral,P,P
305,"10/31/2018 16:00:00",USD,CHF,1.00573,1.00812,1.00835,1.00559,5777,Neutral,Neutral,P,P
306,"10/31/2018 17:00:00",USD,CHF,1.00812,1.00919,1.00945,1.00799,5483,Neutral,Neutral,P,P
307,"10/31/2018 18:00:00",USD,CHF,1.00919,1.00832,1.00921,1.00798,4129,Neutral,Neutral,P,P
308,"10/31/2018 19:00:00",USD,CHF,1.00832,1.00706,1.00832,1.00705,4804,Neutral,Neutral,P,P
309,"10/31/2018 20:00:00",USD,CHF,1.0071,1.00845,1.00855,1.00708,1725,Neutral,Neutral,P,P
310,"10/31/2018 21:00:00",USD,CHF,1.00839,1.00776,1.00892,1.00761,1826,Neutral,Neutral,P,P
311,"10/31/2018 22:00:00",USD,CHF,1.00785,1.00815,1.00851,1.00761,1842,Neutral,Neutral,P,P
312,"10/31/2018 23:00:00",USD,CHF,1.00814,1.00806,1.00817,1.00792,962,Neutral,Neutral,P,P
313,"11/01/2018 00:00:00",USD,CHF,1.00806,1.00757,1.00826,1.00742,4165,Neutral,Neutral,P,P
314,"11/01/2018 01:00:00",USD,CHF,1.00755,1.00686,1.00757,1.0068,3815,Neutral,Neutral,P,P
315,"11/01/2018 02:00:00",USD,CHF,1.00689,1.0068,1.00717,1.00665,2830,Neutral,Neutral,P,P
316,"11/01/2018 03:00:00",USD,CHF,1.00681,1.00635,1.00691,1.00602,2471,Neutral,Neutral,P,P
317,"11/01/2018 04:00:00",USD,CHF,1.00637,1.00645,1.00665,1.00626,1390,Neutral,Neutral,P,P
318,"11/01/2018 05:00:00",USD,CHF,1.00644,1.00643,1.00667,1.00611,1905,Neutral,Neutral,P,P
319,"11/01/2018 06:00:00",USD,CHF,1.00643,1.00563,1.00665,1.00557,3420,Neutral,Neutral,P,P
320,"11/01/2018 07:00:00",USD,CHF,1.00565,1.00524,1.00578,1.0046,5462,Neutral,Neutral,P,P
321,"11/01/2018 08:00:00",USD,CHF,1.00524,1.0029,1.00571,1.00289,5166,Neutral,Neutral,P,P
322,"11/01/2018 09:00:00",USD,CHF,1.0029,1.00367,1.00374,1.00271,4791,Neutral,Neutral,P,P
323,"11/01/2018 10:00:00",USD,CHF,1.00368,1.00373,1.00413,1.00309,4885,Neutral,Neutral,P,P
324,"11/01/2018 11:00:00",USD,CHF,1.00373,1.00305,1.00379,1.00215,5530,Neutral,Neutral,P,P
325,"11/01/2018 12:00:00",USD,CHF,1.00306,1.00345,1.00351,1.00252,5628,Neutral,Neutral,P,P
326,"11/01/2018 13:00:00",USD,CHF,1.00345,1.00356,1.00411,1.00299,4763,Neutral,Neutral,P,P
327,"11/01/2018 14:00:00",USD,CHF,1.00356,1.00229,1.00403,1.00202,5881,Neutral,Neutral,P,P
328,"11/01/2018 15:00:00",USD,CHF,1.00228,1.00326,1.00347,1.00003,5844,Neutral,Neutral,P,P
329,"11/01/2018 16:00:00",USD,CHF,1.00329,1.00231,1.00352,1.00218,4588,Neutral,Neutral,P,P
330,"11/01/2018 17:00:00",USD,CHF,1.00229,1.00118,1.00249,1.00059,5652,Neutral,Neutral,P,P
331,"11/01/2018 18:00:00",USD,CHF,1.00118,1.00186,1.00231,1.00104,3695,Neutral,Neutral,P,P
332,"11/01/2018 19:00:00",USD,CHF,1.00188,1.00196,1.00254,1.00178,2767,Neutral,Neutral,P,P
333,"11/01/2018 20:00:00",USD,CHF,1.00196,1.00201,1.00233,1.00187,1472,Neutral,Neutral,P,P
334,"11/01/2018 21:00:00",USD,CHF,1.00201,1.00227,1.00266,1.00026,2061,Neutral,Neutral,P,P
335,"11/01/2018 22:00:00",USD,CHF,1.00225,1.00226,1.00245,1.00187,1305,Neutral,Neutral,P,P
336,"11/01/2018 23:00:00",USD,CHF,1.00227,1.00211,1.00242,1.00207,1013,Neutral,Neutral,P,P
337,"11/02/2018 00:00:00",USD,CHF,1.00215,1.00232,1.00251,1.00208,2422,Neutral,Neutral,P,P
338,"11/02/2018 01:00:00",USD,CHF,1.00236,1.00242,1.00269,1.0021,2142,Neutral,Neutral,P,P
339,"11/02/2018 02:00:00",USD,CHF,1.00241,1.00198,1.00243,1.00189,1823,Neutral,Neutral,P,P
340,"11/02/2018 03:00:00",USD,CHF,1.00199,1.0017,1.00214,1.00167,1403,Neutral,Neutral,P,P
341,"11/02/2018 04:00:00",USD,CHF,1.00172,1.00142,1.00192,1.00111,3046,Neutral,Neutral,P,P
342,"11/02/2018 05:00:00",USD,CHF,1.00139,1.00141,1.00223,1.00119,4811,Neutral,Neutral,P,P
343,"11/02/2018 06:00:00",USD,CHF,1.00141,1.00183,1.00189,1.00118,3031,Neutral,Neutral,P,P
344,"11/02/2018 07:00:00",USD,CHF,1.00183,1.00069,1.00196,1.00048,5316,Neutral,Neutral,P,P
345,"11/02/2018 08:00:00",USD,CHF,1.0007,1.00043,1.00105,1.0001,5297,Neutral,Neutral,P,P
346,"11/02/2018 09:00:00",USD,CHF,1.00042,0.9994,1.00073,0.99903,3973,Neutral,Neutral,P,P
347,"11/02/2018 10:00:00",USD,CHF,0.9994,0.99751,0.99958,0.99718,4194,Neutral,Neutral,P,P
348,"11/02/2018 11:00:00",USD,CHF,0.9975,0.99715,0.99778,0.99679,3236,Neutral,Neutral,P,P
349,"11/02/2018 12:00:00",USD,CHF,0.99714,1.00019,1.00029,0.99697,7199,Neutral,Neutral,P,P
350,"11/02/2018 13:00:00",USD,CHF,1.00021,1.00055,1.00132,0.99986,6322,Neutral,Neutral,P,P
351,"11/02/2018 14:00:00",USD,CHF,1.00055,1.00091,1.00115,0.99995,7082,Neutral,Neutral,P,P
352,"11/02/2018 15:00:00",USD,CHF,1.00091,1.00353,1.00391,1.00083,9006,Neutral,Neutral,P,P
353,"11/02/2018 16:00:00",USD,CHF,1.00354,1.00291,1.00376,1.00252,5105,Neutral,Neutral,P,P
354,"11/02/2018 17:00:00",USD,CHF,1.0029,1.00384,1.00439,1.00276,4444,Neutral,Neutral,P,P
355,"11/02/2018 18:00:00",USD,CHF,1.00386,1.00476,1.00483,1.00357,4435,Neutral,Neutral,P,P
356,"11/02/2018 19:00:00",USD,CHF,1.00475,1.00326,1.00475,1.00323,3504,Neutral,Neutral,P,P
357,"11/02/2018 20:00:00",USD,CHF,1.00324,1.00318,1.0038,1.00318,870,Neutral,Neutral,P,P
358,"11/04/2018 22:00:00",USD,CHF,1.00293,1.00269,1.00301,1.00232,4093,Neutral,Neutral,P,P
359,"11/04/2018 23:00:00",USD,CHF,1.00267,1.00239,1.00312,1.00238,1195,Neutral,Neutral,P,P
360,"11/05/2018 00:00:00",USD,CHF,1.00239,1.00313,1.00325,1.00239,1695,Neutral,Neutral,P,P
361,"11/05/2018 01:00:00",USD,CHF,1.00315,1.0037,1.0038,1.00313,2048,Neutral,Neutral,P,P
362,"11/05/2018 02:00:00",USD,CHF,1.0037,1.00419,1.00426,1.00357,1773,Neutral,Neutral,P,P
363,"11/05/2018 03:00:00",USD,CHF,1.00418,1.00446,1.00448,1.00407,1394,Neutral,Neutral,P,P
364,"11/05/2018 04:00:00",USD,CHF,1.00446,1.00448,1.00457,1.00425,1366,Neutral,Neutral,P,P
365,"11/05/2018 05:00:00",USD,CHF,1.00448,1.00414,1.00458,1.00397,1769,Neutral,Neutral,P,P
366,"11/05/2018 06:00:00",USD,CHF,1.00415,1.00425,1.00429,1.0037,2528,Neutral,Neutral,P,P
367,"11/05/2018 07:00:00",USD,CHF,1.00424,1.00411,1.00443,1.00314,3495,Neutral,Neutral,P,P
368,"11/05/2018 08:00:00",USD,CHF,1.0041,1.00472,1.00488,1.00351,4407,Neutral,Neutral,P,P
369,"11/05/2018 09:00:00",USD,CHF,1.0047,1.00491,1.00532,1.00448,3206,Neutral,Neutral,P,P
370,"11/05/2018 10:00:00",USD,CHF,1.00492,1.00458,1.00531,1.0043,3103,Neutral,Neutral,P,P
371,"11/05/2018 11:00:00",USD,CHF,1.00457,1.0062,1.00688,1.00446,3282,Neutral,Neutral,P,P
372,"11/05/2018 12:00:00",USD,CHF,1.00619,1.00653,1.00686,1.00583,3912,Neutral,Neutral,P,P
373,"11/05/2018 13:00:00",USD,CHF,1.00653,1.0051,1.00653,1.00506,3910,Neutral,Neutral,P,P
374,"11/05/2018 14:00:00",USD,CHF,1.0051,1.00426,1.00518,1.00396,4302,Neutral,Neutral,P,P
375,"11/05/2018 15:00:00",USD,CHF,1.00438,1.00522,1.00526,1.00356,5971,Neutral,Neutral,P,P
376,"11/05/2018 16:00:00",USD,CHF,1.00524,1.00555,1.00555,1.00455,3741,Neutral,Neutral,P,P
377,"11/05/2018 17:00:00",USD,CHF,1.00555,1.00479,1.00565,1.00454,2719,Neutral,Neutral,P,P
378,"11/05/2018 18:00:00",USD,CHF,1.00479,1.00311,1.00488,1.003,4032,Neutral,Neutral,P,P
379,"11/05/2018 19:00:00",USD,CHF,1.00311,1.0038,1.00425,1.0031,3780,Neutral,Neutral,P,P
380,"11/05/2018 20:00:00",USD,CHF,1.0038,1.00426,1.00443,1.00379,2744,Neutral,Neutral,P,P
381,"11/05/2018 21:00:00",USD,CHF,1.00428,1.00437,1.00459,1.00412,933,Neutral,Neutral,P,P
382,"11/05/2018 22:00:00",USD,CHF,1.00436,1.00414,1.00457,1.0035,1334,Neutral,Neutral,P,P
383,"11/05/2018 23:00:00",USD,CHF,1.0042,1.0044,1.00451,1.00411,669,Neutral,Neutral,P,P
384,"11/06/2018 00:00:00",USD,CHF,1.00439,1.00432,1.00456,1.00417,2251,Neutral,Neutral,P,P
385,"11/06/2018 01:00:00",USD,CHF,1.00431,1.00464,1.00487,1.00423,2185,Neutral,Neutral,P,P
386,"11/06/2018 02:00:00",USD,CHF,1.00464,1.00458,1.00484,1.00437,2109,Neutral,Neutral,P,P
387,"11/06/2018 03:00:00",USD,CHF,1.00457,1.00484,1.00495,1.00456,1375,Neutral,Neutral,P,P
388,"11/06/2018 04:00:00",USD,CHF,1.00486,1.00531,1.00552,1.00486,2404,Neutral,Neutral,P,P
389,"11/06/2018 05:00:00",USD,CHF,1.00531,1.00436,1.00533,1.00434,1915,Neutral,Neutral,P,P
390,"11/06/2018 06:00:00",USD,CHF,1.00436,1.00403,1.00499,1.004,2602,Neutral,Neutral,P,P
391,"11/06/2018 07:00:00",USD,CHF,1.00401,1.00389,1.00457,1.00364,2993,Neutral,Neutral,P,P
392,"11/06/2018 08:00:00",USD,CHF,1.00387,1.00381,1.00457,1.00334,3952,Neutral,Neutral,P,P
393,"11/06/2018 09:00:00",USD,CHF,1.00381,1.00463,1.00471,1.00355,3250,Neutral,Neutral,P,P
394,"11/06/2018 10:00:00",USD,CHF,1.00464,1.00435,1.00507,1.00424,3975,Neutral,Neutral,P,P
395,"11/06/2018 11:00:00",USD,CHF,1.00435,1.00403,1.00471,1.00402,2993,Neutral,Neutral,P,P
396,"11/06/2018 12:00:00",USD,CHF,1.00401,1.00331,1.00424,1.00321,3493,Neutral,Neutral,P,P
397,"11/06/2018 13:00:00",USD,CHF,1.00329,1.00247,1.00329,1.00222,4355,Neutral,Neutral,P,P
398,"11/06/2018 14:00:00",USD,CHF,1.00246,1.0036,1.00373,1.00236,4133,Neutral,Neutral,P,P
399,"11/06/2018 15:00:00",USD,CHF,1.0036,1.00388,1.00391,1.00292,4210,Neutral,Neutral,P,P
